timestamp;ORCHIDS;TRANSPORT_FEES;EXPORT_TARIFF;IMPORT_TARIFF;SUNLIGHT;HUMIDITY;DAY
4800;1103.0;0.9;9.5;-5.0;2087.3064;71.0483;1
4900;1101.75;0.9;9.5;-5.0;2087.0203;71.06925;1
5000;1101.25;0.9;9.5;-5.0;2086.7332;71.09017;1
5100;1100.25;0.9;9.5;-5.0;2086.4456;71.11105;1
5200;1101.25;0.9;9.5;-5.0;2086.1567;71.131905;1
5300;1102.25;0.9;9.5;-5.0;2085.8672;71.15272;1
5400;1102.25;0.9;9.5;-5.0;2085.577;71.17349;1
5500;1100.75;0.9;9.5;-5.0;2085.2856;71.19424;1
5600;1101.75;0.9;9.5;-5.0;2084.9937;71.21495;1
5700;1102.75;0.9;9.5;-5.0;2084.701;71.23563;1
5800;1103.0;0.9;9.5;-5.0;2084.4072;71.25626;1
5900;1101.75;0.9;9.5;-5.0;2084.1125;71.27687;1
6000;1101.5;0.9;9.5;-5.0;2083.8171;71.29744;1
6100;1102.25;0.9;9.5;-5.0;2083.521;71.31798;1
6200;1104.25;0.9;9.5;-5.0;2083.2239;71.33848;1
6300;1104.0;0.9;9.5;-5.0;2082.926;71.35895;1
6400;1102.25;0.9;9.5;-5.0;2082.6274;71.37939;1
6500;1101.25;0.9;9.5;-5.0;2082.328;71.39979;1
6600;1101.0;0.9;9.5;-5.0;2082.0276;71.42015;1
6700;1099.75;0.9;9.5;-5.0;2081.7263;71.44048;1
6800;1098.25;0.9;9.5;-5.0;2081.4243;71.460785;1
6900;1099.25;0.9;9.5;-5.0;2081.1216;71.48105;1
7000;1099.0;0.9;9.5;-5.0;2080.8179;71.50128;1
7100;1099.0;0.9;9.5;-5.0;2080.5134;71.52148;1
7200;1100.25;0.9;9.5;-5.0;2080.2083;71.54164;1
7300;1100.25;0.9;9.5;-5.0;2079.9023;71.561775;1
7400;1099.75;0.9;9.5;-5.0;2079.5955;71.58187;1
7500;1101.75;0.9;9.5;-5.0;2079.2878;71.60194;1
7600;1101.75;0.9;9.5;-5.0;2078.9792;71.62197;1
7700;1100.75;0.9;9.5;-5.0;2078.67;71.64197;1
7800;1098.25;0.9;9.5;-5.0;2078.3599;71.661934;1
7900;1097.25;0.9;9.5;-5.0;2078.049;71.68186;1
8000;1097.0;0.9;9.5;-5.0;2077.7375;71.70176;1
8100;1096.75;0.9;9.5;-5.0;2077.425;71.72163;1
8200;1095.75;0.9;9.5;-5.0;2077.1118;71.74146;1
8300;1096.25;0.9;9.5;-5.0;2076.7979;71.76126;1
8400;1097.25;0.9;9.5;-5.0;2076.483;71.78103;1
8500;1096.75;0.9;9.5;-5.0;2076.1672;71.800766;1
8600;1095.75;0.9;9.5;-5.0;2075.8508;71.820465;1
8700;1095.5;0.9;9.5;-5.0;2075.5337;71.84013;1
8800;1095.25;0.9;9.5;-5.0;2075.2158;71.85977;1
8900;1094.25;0.9;9.5;-5.0;2074.8972;71.87938;1
9000;1094.75;0.9;9.5;-5.0;2074.5776;71.89896;1
9100;1093.75;0.9;9.5;-5.0;2074.2573;71.918495;1
9200;1091.25;0.9;9.5;-5.0;2073.9363;71.938;1
9300;1091.25;0.9;9.5;-5.0;2073.6145;71.95748;1
9400;1092.25;0.9;9.5;-5.0;2073.2917;71.97692;1
9500;1091.25;0.9;9.5;-5.0;2072.9685;71.99634;1
9600;1090.25;0.9;9.5;-5.0;2072.6443;72.01572;1
9700;1089.75;0.9;9.5;-5.0;2072.3196;72.035065;1
9800;1089.5;0.9;9.5;-5.0;2071.994;72.05438;1
9900;1088.75;0.9;9.5;-5.0;2071.6675;72.07367;1
10000;1089.0;0.9;9.5;-5.0;2071.3403;72.09292;1
10100;1087.75;0.9;9.5;-5.0;2071.0122;72.112144;1
10200;1086.75;0.9;9.5;-5.0;2070.6836;72.13133;1
10300;1088.25;0.9;9.5;-5.0;2070.3542;72.1505;1
10400;1088.5;0.9;9.5;-5.0;2070.024;72.169624;1
10500;1088.5;0.9;9.5;-5.0;2069.693;72.18872;1
10600;1089.75;0.9;9.5;-5.0;2069.3613;72.20779;1
10700;1088.75;0.9;9.5;-5.0;2069.029;72.22682;1
10800;1088.25;0.9;9.5;-5.0;2068.6958;72.24583;1
10900;1088.75;0.9;9.5;-5.0;2068.3618;72.26479;1
11000;1088.75;0.9;9.5;-5.0;2068.0273;72.28374;1
11100;1087.25;0.9;9.5;-5.0;2067.692;72.30265;1
11200;1087.25;0.9;9.5;-5.0;2067.3557;72.321526;1
11300;1086.25;0.9;9.5;-5.0;2067.0188;72.34038;1
11400;1085.75;0.9;9.5;-5.0;2066.6814;72.3592;1
11500;1085.75;0.9;9.5;-5.0;2066.343;72.37798;1
11600;1085.25;0.9;9.5;-5.0;2066.004;72.39674;1
11700;1085.5;0.9;9.5;-5.0;2065.6643;72.41547;1
11800;1085.5;0.9;9.5;-5.0;2065.3237;72.434166;1
11900;1086.25;0.9;9.5;-5.0;2064.9824;72.452835;1
12000;1084.75;0.9;9.5;-5.0;2064.6406;72.47147;1
12100;1085.75;0.9;9.5;-5.0;2064.2979;72.490074;1
12200;1086.25;0.9;9.5;-5.0;2063.9546;72.50865;1
12300;1087.25;0.9;9.5;-5.0;2063.6104;72.5272;1
12400;1087.25;0.9;9.5;-5.0;2063.2656;72.545715;1
12500;1086.75;0.9;9.5;-5.0;2062.9202;72.5642;1
12600;1086.75;0.9;9.5;-5.0;2062.574;72.58266;1
12700;1087.75;0.9;9.5;-5.0;2062.227;72.60108;1
12800;1087.75;0.9;9.5;-5.0;2061.8794;72.619484;1
12900;1086.75;0.9;9.5;-5.0;2061.531;72.63785;1
13000;1087.75;0.9;9.5;-5.0;2061.1821;72.65619;1
13100;1087.25;0.9;9.5;-5.0;2060.8323;72.67449;1
13200;1087.25;0.9;9.5;-5.0;2060.482;72.69277;1
13300;1088.75;0.9;9.5;-5.0;2060.1309;72.71102;1
13400;1088.25;0.9;9.5;-5.0;2059.779;72.72925;1
13500;1086.75;0.9;9.5;-5.0;2059.4265;72.74744;1
13600;1087.75;0.9;9.5;-5.0;2059.0732;72.7656;1
13700;1088.25;0.9;9.5;-5.0;2058.7195;72.78373;1
13800;1088.75;0.9;9.5;-5.0;2058.3647;72.801834;1
13900;1089.0;0.9;9.5;-5.0;2058.0095;72.81991;1
14000;1091.25;0.9;9.5;-5.0;2057.6536;72.83796;1
14100;1091.25;0.9;9.5;-5.0;2057.297;72.85597;1
14200;1089.75;0.9;9.5;-5.0;2056.9397;72.87396;1
14300;1089.75;0.9;9.5;-5.0;2056.5818;72.89192;1
14400;1090.0;0.9;9.5;-5.0;2056.2231;72.90986;1
14500;1090.75;0.9;9.5;-5.0;2055.8638;72.92776;1
14600;1091.75;0.9;9.5;-5.0;2055.504;72.94563;1
14700;1091.75;0.9;9.5;-5.0;2055.143;72.96348;1
14800;1091.75;0.9;9.5;-5.0;2054.7817;72.9813;1
14900;1092.75;0.9;9.5;-5.0;2054.42;72.99909;1
15000;1092.25;0.9;9.5;-5.0;2054.0571;73.01685;1
15100;1092.25;0.9;9.5;-5.0;2053.6938;73.034584;1
15200;1091.25;0.9;9.5;-5.0;2053.3298;73.05229;1
15300;1091.25;0.9;9.5;-5.0;2052.9653;73.06997;1
15400;1090.75;0.9;9.5;-5.0;2052.5999;73.087616;1
15500;1092.25;0.9;9.5;-5.0;2052.234;73.10524;1
15600;1091.75;0.9;9.5;-5.0;2051.8674;73.12283;1
15700;1091.25;0.9;9.5;-5.0;2051.5002;73.1404;1
15800;1091.25;0.9;9.5;-5.0;2051.1323;73.157936;1
15900;1090.25;0.9;9.5;-5.0;2050.7637;73.17545;1
16000;1091.25;0.9;9.5;-5.0;2050.3945;73.19293;1
16100;1091.25;0.9;9.5;-5.0;2050.0247;73.21039;1
16200;1091.0;0.9;9.5;-5.0;2049.6543;73.22782;1
16300;1089.75;0.9;9.5;-5.0;2049.2832;73.245224;1
16400;1089.5;0.9;9.5;-5.0;2048.9114;73.262596;1
16500;1088.75;0.9;9.5;-5.0;2048.539;73.279945;1
16600;1087.75;0.9;9.5;-5.0;2048.166;73.297264;1
16700;1088.75;0.9;9.5;-5.0;2047.7924;73.31456;1
16800;1088.5;0.9;9.5;-5.0;2047.4181;73.331825;1
16900;1087.75;0.9;9.5;-5.0;2047.0432;73.34907;1
17000;1089.25;0.8;9.5;-5.0;2046.6676;73.36628;1
17100;1089.75;0.8;9.5;-5.0;2046.2915;73.38347;1
17200;1089.75;0.8;9.5;-4.5;2045.9147;73.40063;1
17300;1086.75;0.8;9.5;-4.5;2045.5374;73.41776;1
17400;1086.75;0.8;9.5;-4.5;2045.1593;73.43487;1
17500;1086.25;0.8;9.5;-4.5;2044.7806;73.45194;1
17600;1086.25;0.8;9.5;-4.5;2044.4015;73.469;1
17700;1086.25;0.8;9.5;-4.5;2044.0216;73.48603;1
17800;1086.5;0.8;9.5;-4.5;2043.6411;73.50303;1
17900;1085.75;0.8;9.5;-4.5;2043.26;73.520004;1
18000;1086.25;0.8;9.5;-4.5;2042.8784;73.53696;1
18100;1086.25;0.8;9.5;-4.5;2042.4961;73.55388;1
18200;1085.25;0.8;9.5;-4.5;2042.1132;73.57077;1
18300;1086.75;0.8;9.5;-4.5;2041.7297;73.58765;1
18400;1086.5;0.8;9.5;-4.5;2041.3456;73.60449;1
18500;1087.25;0.8;9.5;-4.5;2040.9609;73.62131;1
18600;1088.25;0.8;9.5;-4.5;2040.5757;73.63811;1
18700;1087.25;0.8;9.5;-4.5;2040.1898;73.65487;1
18800;1088.75;0.8;9.5;-4.5;2039.8033;73.671616;1
18900;1089.0;0.8;9.5;-4.5;2039.4163;73.68833;1
19000;1086.75;0.8;9.5;-4.5;2039.0287;73.705025;1
19100;1086.25;0.8;9.5;-4.5;2038.6404;73.72169;1
19200;1086.25;0.8;9.5;-4.5;2038.2516;73.738335;1
19300;1088.25;0.8;9.5;-4.5;2037.8622;73.75495;1
19400;1087.25;0.8;9.5;-4.5;2037.4722;73.77154;1
19500;1086.75;0.8;9.5;-4.5;2037.0817;73.78811;1
19600;1087.25;0.8;9.5;-4.5;2036.6906;73.80465;1
19700;1088.25;0.8;9.5;-4.5;2036.2988;73.82116;1
19800;1089.25;0.8;9.5;-4.5;2035.9066;73.837654;1
19900;1091.25;0.8;9.5;-4.5;2035.5137;73.85412;1
20000;1091.25;0.8;9.5;-4.5;2035.1202;73.87056;1
20100;1092.25;0.8;9.5;-4.5;2034.7263;73.88698;1
20200;1093.75;0.8;9.5;-4.5;2034.3318;73.90337;1
20300;1091.75;0.8;9.5;-4.5;2033.9366;73.91974;1
20400;1092.75;0.8;9.5;-4.5;2033.541;73.93608;1
20500;1091.75;0.8;9.5;-4.5;2033.1448;73.9524;1
20600;1091.75;0.8;9.5;-4.5;2032.7479;73.9687;1
20700;1091.75;0.8;9.5;-4.5;2032.3506;73.98497;1
20800;1091.75;0.8;9.5;-4.5;2031.9528;74.00121;1
20900;1092.25;0.8;9.5;-4.5;2031.5543;74.01744;1
21000;1091.75;0.8;9.5;-4.5;2031.1553;74.03364;1
21100;1091.75;0.8;9.5;-4.5;2030.7557;74.04981;1
21200;1089.75;0.8;9.5;-4.5;2030.3556;74.06596;1
21300;1088.25;0.8;9.5;-4.5;2029.955;74.082085;1
21400;1088.5;0.8;9.5;-4.5;2029.5538;74.09819;1
21500;1087.25;0.8;9.5;-4.5;2029.1521;74.114265;1
21600;1086.25;0.8;9.5;-4.5;2028.7498;74.130325;1
21700;1086.25;0.8;9.5;-4.5;2028.347;74.146355;1
21800;1086.5;0.8;9.5;-4.5;2027.9437;74.16237;1
21900;1086.5;0.8;9.5;-4.5;2027.5398;74.17835;1
22000;1086.5;0.8;9.5;-4.5;2027.1354;74.19431;1
22100;1086.5;0.8;9.5;-4.5;2026.7305;74.21025;1
22200;1085.75;0.8;9.5;-4.5;2026.3251;74.226166;1
22300;1085.75;0.8;9.5;-4.5;2025.9191;74.24206;1
22400;1085.75;0.8;9.5;-4.5;2025.5126;74.25793;1
22500;1086.0;0.8;9.5;-4.5;2025.1056;74.27377;1
22600;1086.75;0.8;9.5;-4.5;2024.698;74.2896;1
22700;1086.75;0.8;9.5;-4.5;2024.2899;74.3054;1
22800;1086.75;0.8;9.5;-4.5;2023.8813;74.321175;1
22900;1088.75;0.8;9.5;-4.5;2023.4723;74.33693;1
23000;1085.75;0.8;9.5;-4.5;2023.0626;74.35266;1
23100;1084.75;0.8;9.5;-4.5;2022.6526;74.36837;1
23200;1084.25;0.8;9.5;-4.5;2022.242;74.38406;1
23300;1084.75;0.8;9.5;-4.5;2021.8308;74.39973;1
23400;1085.75;0.8;9.5;-4.5;2021.4192;74.41537;1
23500;1084.75;0.8;9.5;-4.5;2021.007;74.430984;1
23600;1085.75;0.8;8.5;-4.5;2020.5944;74.44659;1
23700;1086.75;0.8;8.5;-4.5;2020.1813;74.46216;1
23800;1087.75;0.8;8.5;-4.5;2019.7676;74.477715;1
23900;1088.75;0.8;8.5;-4.5;2019.3535;74.49325;1
24000;1087.75;0.8;8.5;-4.5;2018.9388;74.50876;1
24100;1088.75;0.8;8.5;-4.5;2018.5237;74.52425;1
24200;1086.25;0.8;8.5;-4.5;2018.1082;74.53971;1
24300;1087.25;0.8;8.5;-4.5;2017.692;74.55515;1
24400;1088.75;0.8;8.5;-4.5;2017.2755;74.57057;1
24500;1089.25;0.8;8.5;-4.5;2016.8584;74.585976;1
24600;1089.25;0.8;8.5;-4.5;2016.4409;74.60136;1
24700;1086.75;0.8;8.5;-4.5;2016.0228;74.616714;1
24800;1088.75;0.8;8.5;-4.5;2015.6044;74.63205;1
24900;1088.5;0.8;8.5;-4.5;2015.1854;74.64736;1
25000;1087.75;0.8;8.5;-4.5;2014.7659;74.66266;1
25100;1088.75;0.8;8.5;-4.5;2014.346;74.67793;1
25200;1088.25;0.8;8.5;-4.5;2013.9255;74.693184;1
25300;1088.0;0.8;8.5;-4.5;2013.5048;74.70841;1
25400;1086.75;0.8;8.5;-4.5;2013.0834;74.723625;1
25500;1083.75;0.8;8.5;-4.5;2012.6616;74.73881;1
25600;1083.5;0.8;8.5;-4.5;2012.2394;74.753975;1
25700;1083.5;0.8;8.5;-4.5;2011.8167;74.76913;1
25800;1081.75;0.8;8.5;-4.5;2011.3934;74.78425;1
25900;1083.25;0.8;8.5;-4.5;2010.9698;74.799355;1
26000;1084.75;0.8;8.5;-4.5;2010.5458;74.81444;1
26100;1085.75;0.8;8.5;-4.5;2010.1212;74.829506;1
26200;1085.5;0.8;8.5;-4.5;2009.6962;74.84455;1
26300;1085.75;0.8;8.5;-4.5;2009.2708;74.85957;1
26400;1086.25;0.8;8.5;-4.5;2008.8448;74.87457;1
26500;1085.75;0.8;8.5;-4.5;2008.4185;74.88956;1
26600;1085.5;0.8;8.5;-4.5;2007.9917;74.90452;1
26700;1084.25;0.8;8.5;-4.5;2007.5645;74.919464;1
26800;1082.25;0.8;8.5;-4.5;2007.1368;74.93439;1
26900;1081.75;0.8;8.5;-4.5;2006.7087;74.94929;1
27000;1081.75;0.8;8.5;-4.5;2006.2802;74.96417;1
27100;1081.25;0.8;8.5;-4.5;2005.8512;74.979034;1
27200;1082.25;0.8;8.5;-4.5;2005.4218;74.99388;1
27300;1083.75;0.8;8.5;-4.5;2004.992;75.0087;1
27400;1082.75;0.8;8.5;-4.5;2004.5616;75.023506;1
27500;1082.25;0.8;8.5;-4.5;2004.131;75.03829;1
27600;1082.75;0.8;8.5;-4.5;2003.6998;75.053055;1
27700;1082.5;0.8;8.5;-4.5;2003.2683;75.0678;1
27800;1081.25;0.8;8.5;-4.5;2002.8363;75.08253;1
27900;1081.25;0.8;8.5;-4.5;2002.4039;75.09723;1
28000;1082.25;0.8;8.5;-4.5;2001.9712;75.11192;1
28100;1082.25;0.8;8.5;-4.5;2001.538;75.12659;1
28200;1082.75;0.8;8.5;-4.5;2001.1042;75.141235;1
28300;1081.75;0.8;8.5;-4.5;2000.6703;75.15587;1
28400;1082.75;0.8;8.5;-4.5;2000.2358;75.17048;1
28500;1083.75;0.8;8.5;-4.5;1999.8009;75.185074;1
28600;1086.75;0.8;8.5;-4.5;1999.3657;75.199646;1
28700;1087.25;0.8;8.5;-4.5;1998.9299;75.2142;1
28800;1088.25;0.8;8.5;-4.5;1998.4939;75.22874;1
28900;1089.25;0.8;8.5;-4.5;1998.0574;75.243256;1
29000;1090.75;0.8;8.5;-4.5;1997.6206;75.25775;1
29100;1090.75;0.8;8.5;-4.5;1997.1832;75.27223;1
29200;1089.75;0.8;8.5;-4.5;1996.7456;75.2867;1
29300;1090.0;0.8;8.5;-4.5;1996.3075;75.30114;1
29400;1089.25;0.8;8.5;-4.5;1995.8691;75.31557;1
29500;1088.25;0.8;8.5;-4.5;1995.4303;75.32997;1
29600;1089.25;0.8;8.5;-4.5;1994.991;75.34436;1
29700;1090.25;0.8;8.5;-4.5;1994.5514;75.358734;1
29800;1091.75;0.8;8.5;-4.5;1994.1115;75.373085;1
29900;1091.75;0.8;8.5;-4.5;1993.671;75.38742;1
30000;1091.75;0.8;8.5;-4.5;1993.2302;75.40174;1
30100;1090.75;0.8;8.5;-4.5;1992.7891;75.41604;1
30200;1090.75;0.8;8.5;-4.5;1992.3477;75.43032;1
30300;1090.75;0.8;8.5;-4.5;1991.9058;75.44459;1
30400;1090.75;0.8;8.5;-4.5;1991.4635;75.45884;1
30500;1091.0;0.8;8.5;-4.5;1991.0209;75.47307;1
30600;1092.75;0.8;8.5;-4.5;1990.5779;75.48728;1
30700;1093.0;0.8;8.5;-4.5;1990.1344;75.50147;1
30800;1093.0;0.8;8.5;-4.5;1989.6907;75.51565;1
30900;1094.75;0.8;8.5;-4.5;1989.2466;75.52981;1
31000;1094.25;0.8;8.5;-4.5;1988.8021;75.54395;1
31100;1093.75;0.8;8.5;-4.5;1988.3573;75.55808;1
31200;1092.25;0.8;8.5;-4.5;1987.9122;75.57219;1
31300;1091.75;0.8;8.5;-4.5;1987.4667;75.58628;1
31400;1090.25;0.8;8.5;-4.5;1987.0208;75.60036;1
31500;1090.25;0.8;8.5;-4.5;1986.5746;75.61442;1
31600;1090.75;0.8;8.5;-4.5;1986.1279;75.628456;1
31700;1091.25;0.8;8.5;-4.5;1985.681;75.64248;1
31800;1089.25;0.8;8.5;-4.5;1985.2338;75.656494;1
31900;1090.75;0.8;8.5;-4.5;1984.7861;75.67049;1
32000;1089.75;0.8;8.5;-4.5;1984.3381;75.684456;1
32100;1088.75;0.8;8.5;-4.5;1983.8899;75.69842;1
32200;1087.25;0.8;8.5;-4.5;1983.4412;75.712364;1
32300;1088.25;0.8;8.5;-4.5;1982.9922;75.72629;1
32400;1087.75;0.8;8.5;-4.5;1982.543;75.7402;1
32500;1087.75;0.8;8.5;-4.5;1982.0933;75.75409;1
32600;1087.75;0.8;8.5;-4.5;1981.6433;75.76797;1
32700;1087.25;0.8;8.5;-4.5;1981.193;75.78183;1
32800;1088.25;0.8;8.5;-4.5;1980.7424;75.79568;1
32900;1088.25;0.8;8.5;-4.5;1980.2914;75.80951;1
33000;1088.25;0.8;8.5;-4.5;1979.8401;75.823326;1
33100;1089.75;0.8;8.5;-4.5;1979.3885;75.83712;1
33200;1088.75;0.8;8.5;-4.5;1978.9366;75.85091;1
33300;1088.75;0.8;8.5;-4.5;1978.4844;75.86468;1
33400;1089.25;0.8;8.5;-4.5;1978.0319;75.878426;1
33500;1088.75;0.8;8.5;-4.5;1977.579;75.892166;1
33600;1089.75;0.8;8.5;-4.5;1977.1257;75.90588;1
33700;1091.75;0.8;8.5;-4.5;1976.6722;75.91959;1
33800;1093.75;0.8;8.5;-4.5;1976.2185;75.93328;1
33900;1094.25;0.8;8.5;-4.5;1975.7644;75.94696;1
34000;1094.25;0.8;8.5;-4.5;1975.3099;75.96062;1
34100;1095.25;0.8;8.5;-4.5;1974.8552;75.974266;1
34200;1093.25;0.8;8.5;-4.5;1974.4003;75.9879;1
34300;1093.75;0.8;8.5;-4.5;1973.945;76.00151;1
34400;1094.0;0.8;8.5;-4.5;1973.4894;76.015114;1
34500;1094.25;0.8;8.5;-4.5;1973.0334;76.0287;1
34600;1092.75;0.8;8.5;-4.5;1972.5773;76.042274;1
34700;1094.25;0.8;8.5;-4.5;1972.1207;76.05583;1
34800;1095.75;0.8;8.5;-4.5;1971.664;76.069374;1
34900;1096.25;0.8;8.5;-4.5;1971.2069;76.0829;1
35000;1096.25;0.8;8.5;-4.5;1970.7496;76.09641;1
35100;1097.25;0.8;8.5;-4.5;1970.292;76.10992;1
35200;1096.25;0.8;8.5;-4.5;1969.834;76.1234;1
35300;1095.75;0.8;8.5;-4.5;1969.3759;76.13687;1
35400;1094.25;0.8;8.5;-4.5;1968.9174;76.15033;1
35500;1094.0;0.8;8.5;-4.5;1968.4586;76.16377;1
35600;1094.75;0.8;8.5;-4.5;1967.9996;76.1772;1
35700;1095.75;0.8;8.5;-4.5;1967.5403;76.19061;1
35800;1095.5;0.8;8.5;-4.5;1967.0808;76.20402;1
35900;1096.25;0.8;8.5;-4.5;1966.621;76.21741;1
36000;1094.75;0.8;8.5;-4.5;1966.1609;76.23078;1
36100;1093.25;0.8;8.5;-4.5;1965.7004;76.24414;1
36200;1093.25;0.8;8.5;-4.5;1965.2399;76.257484;1
36300;1092.75;0.8;8.5;-4.5;1964.7789;76.27082;1
36400;1090.75;0.8;8.5;-4.5;1964.3179;76.284134;1
36500;1090.75;0.8;8.5;-4.5;1963.8564;76.29745;1
36600;1089.75;0.8;8.5;-4.5;1963.3948;76.31074;1
36700;1089.25;0.8;8.5;-4.5;1962.9329;76.32401;1
36800;1088.25;0.8;8.5;-4.5;1962.4707;76.33728;1
36900;1086.25;0.8;8.5;-4.5;1962.0083;76.35053;1
37000;1087.25;0.8;8.5;-4.5;1961.5457;76.36378;1
37100;1088.25;0.8;8.5;-4.5;1961.0828;76.37701;1
37200;1087.25;0.8;8.5;-4.5;1960.6196;76.39022;1
37300;1088.75;0.8;8.5;-4.5;1960.1562;76.40342;1
37400;1087.75;0.8;8.5;-4.5;1959.6925;76.41661;1
37500;1086.25;0.8;8.5;-4.5;1959.2286;76.42979;1
37600;1087.25;0.8;8.5;-4.5;1958.7646;76.44295;1
37700;1087.75;0.8;8.5;-4.5;1958.3003;76.4561;1
37800;1088.75;0.8;8.5;-4.5;1957.8357;76.46924;1
37900;1088.25;0.8;8.5;-4.5;1957.3708;76.48237;1
38000;1088.25;0.8;8.5;-4.5;1956.9059;76.49548;1
38100;1088.25;0.8;8.5;-4.5;1956.4406;76.50858;1
38200;1087.25;0.8;8.5;-4.5;1955.9751;76.521675;1
38300;1086.25;0.8;8.5;-4.5;1955.5094;76.53475;1
38400;1086.75;0.8;8.5;-4.5;1955.0435;76.54781;1
38500;1088.75;0.8;8.5;-4.5;1954.5774;76.56087;1
38600;1089.75;0.8;8.5;-4.5;1954.111;76.57391;1
38700;1091.25;0.8;8.5;-4.5;1953.6444;76.58694;1
38800;1091.5;0.8;8.5;-4.5;1953.1776;76.59996;1
38900;1091.75;0.8;8.5;-4.5;1952.7106;76.61297;1
39000;1091.5;0.8;8.5;-4.5;1952.2434;76.62596;1
39100;1091.75;0.8;8.5;-4.5;1951.776;76.63894;1
39200;1093.25;0.8;8.5;-4.5;1951.3083;76.65192;1
39300;1093.0;0.8;8.5;-4.5;1950.8406;76.66487;1
39400;1093.0;0.8;8.5;-4.5;1950.3724;76.677826;1
39500;1093.0;0.8;8.5;-4.5;1949.9043;76.69076;1
39600;1093.0;0.8;8.5;-4.5;1949.4358;76.70369;1
39700;1092.75;0.8;8.5;-4.5;1948.9672;76.7166;1
39800;1092.25;0.8;8.5;-4.5;1948.4984;76.72951;1
39900;1092.25;0.8;8.5;-4.5;1948.0293;76.7424;1
40000;1093.25;0.8;8.5;-4.5;1947.5602;76.75528;1
40100;1094.25;0.8;8.5;-4.5;1947.0907;76.76815;1
40200;1093.25;0.8;8.5;-4.5;1946.6212;76.78101;1
40300;1092.75;0.8;8.5;-4.5;1946.1514;76.79386;1
40400;1093.25;0.8;8.5;-4.5;1945.6814;76.8067;1
40500;1093.25;0.8;8.5;-4.5;1945.2113;76.81953;1
40600;1093.25;0.8;8.5;-4.5;1944.741;76.832344;1
40700;1091.25;0.8;8.5;-4.5;1944.2705;76.84515;1
40800;1092.25;0.8;8.5;-4.5;1943.7998;76.85795;1
40900;1092.25;0.8;8.5;-4.5;1943.329;76.870735;1
